Id,Open,Close,High,Low,Volume,Date
978,1970.65,1956.05,1971.65,1939.79,,07/30/20
979,1959.6,1970.92,1979.78,1945.2,,07/29/20
980,1944.25,1959.6,1980.55,1908.4,,07/28/20
981,1903.45,1942.55,1945.1,1903.45,,07/27/20
982,1901.65,1901.65,1901.65,1901.65,,07/26/20
983,1901.65,1901.65,1901.65,1901.65,,07/25/20
984,1889.85,1901.65,1906.4,1882.1,,07/24/20
985,1872.53,1887.3,1897.89,1864.28,,07/23/20
986,1841.4,1872.53,1872.53,1841.2,,07/22/20
987,1818.3,1841.9,1843.35,1815.85,,07/21/20
988,1808.35,1817.73,1820.4,1806,,07/20/20
989,1809.9,1809.9,1809.9,1809.9,,07/19/20
990,1809.9,1809.9,1809.9,1809.9,,07/18/20
991,1798.35,1809.9,1811.47,1796.15,,07/17/20
992,1811.4,1797.89,1813.5,1795.11,,07/16/20
993,1808.6,1809.09,1813.95,1803.05,,07/15/20
994,1802.7,1808.6,1810.65,1791.9,,07/14/20
995,1800.1,1802.5,1813.15,1798.25,,07/13/20
996,1799.3,1799.3,1799.3,1799.3,,07-12-2020
997,1799.3,1799.3,1799.3,1799.3,,07-11-2020
998,1803.51,1799.3,1810.5,1794.2,,07-10-2020
999,1809.7,1803.5,1816,1796.25,,07-09-2020
1000,1794.41,1809.15,1817.45,1791.39,,07-08-2020
1001,1785.5,1793.25,1797.15,1773.8,,07-07-2020
1002,1774.35,1784.5,1786.9,1770.5,,07-06-2020
1003,0,1784.5,1784.5,1784.5,,07-04-2020
1004,1775.9,1774.91,1777,1772.8,,07-03-2020
1005,1772.35,1773.03,1779.6,1757.32,,07-02-2020
1006,1781.4,1769.99,1788.66,1759.4,,07-01-2020
1007,1772.5,1779.55,1785.85,1765.4,,06/30/20
1008,1771.1,1770.4,1774.8,1765.7,,06/29/20
1009,1771.05,1771.05,1771.05,1771.05,,06/28/20
1010,1771.05,1771.05,1771.05,1771.05,,06/27/20
1011,1764.75,1771.05,1771.65,1747.64,,06/26/20
1012,1760.2,1762.14,1768.42,1755.61,,06/25/20
1013,1769.4,1762.6,1778.7,1760.78,,06/24/20
1014,1754.55,1769.1,1770.8,1747.2,,06/23/20
1015,1747.35,1754.7,1762.03,1742.71,,06/22/20
1016,1743.95,1743.95,1743.95,1743.95,,06/21/20
1017,1743.95,1743.95,1743.95,1743.95,,06/20/20
1018,1723.55,1743.95,1744.5,1721.03,,06/19/20
1019,1726.15,1721.95,1736,1717.14,,06/18/20
1020,1725.62,1726.63,1729.1,1713.1,,06/17/20
1021,1726.76,1728.57,1732.01,1716.99,,06/16/20
1022,1730.55,1725.75,1733.8,1704.12,,06/15/20
1023,1730.8,1730.8,1730.8,1730.8,,06/14/20
1024,1730.8,1730.8,1730.8,1730.8,,06/13/20
1025,1729.15,1730.8,1742.66,1722.29,,06-12-2020
1026,1737.82,1726.3,1744.6,1721.1,,06-11-2020
1027,1716.1,1737.07,1739.03,1710.7,,06-10-2020
1028,1700.5,1714.5,1720.75,1691.8,,06-09-2020
1029,1681.5,1698.51,1700.25,1677.86,,06-08-2020
1030,1683.65,1683.65,1683.65,1683.65,,06-07-2020
1031,1683.65,1683.65,1683.65,1683.65,,06-06-2020
1032,1714.75,1683.65,1716.35,1670.3,,06-05-2020
1033,1699.7,1713.39,1720.6,1697,,06-04-2020
1034,1728,1698.1,1731.99,1689.13,,06-03-2020
1035,1737.5,1727.99,1744.35,1721.59,,06-02-2020
1036,1735.62,1739.98,1744.55,1728.55,,06-01-2020
1037,1730.35,1730.35,1730.35,1730.35,,05/30/20
1038,1719.07,1730.35,1736.79,1712.65,,05/29/20
1039,1708.8,1720.05,1726.83,1708.05,,05/28/20
1040,1711.5,1708.8,1715.35,1693.9,,05/27/20
1041,1727.15,1711.78,1735.05,1708.7,,05/26/20
1042,1732.4,1729.13,1733.15,1722.09,,05/25/20
1043,1736.69,1736.69,1736.69,1736.69,,05/24/20
1044,1736.69,1736.69,1736.69,1736.69,,05/23/20
1045,1726.45,1736.35,1739.7,1724.43,,05/22/20
1046,1747.8,1726.55,1748.7,1717.69,,05/21/20
1047,1745.62,1748.98,1753.5,1742.3,,05/20/20
1048,1732.45,1744.09,1747.2,1726.17,,05/19/20
1049,1747.8,1732.4,1764.75,1728.04,,05/18/20
1050,1743.55,1743.55,1743.55,1743.55,,05/16/20
1051,1730.3,1743,1751,1728.52,,05/15/20
1052,1715.18,1732.05,1735.5,1711.1,,05/14/20
1053,1703.9,1715.63,1717.66,1699.4,,05/13/20
1054,1696.9,1702.04,1710.03,1693.7,,05-12-2020
1055,1702.55,1697.4,1712.35,1692.19,,05-11-2020
1056,1702.65,1702.65,1702.65,1702.65,,05-10-2020
1057,1702.65,1702.65,1702.65,1702.65,,05-09-2020
1058,1716.05,1702.65,1722.56,1701.61,,05-08-2020
1059,1687.7,1717.93,1721.57,1684.4,,05-07-2020
1060,1705.55,1685.5,1708.6,1683.08,,05-06-2020
1061,1701.7,1707.03,1711.61,1691.92,,05-05-2020
1062,1698.95,1701.4,1712.14,1692.7,,05-04-2020
1063,1686.78,1700.4,1705.15,1670.53,,05-01-2020
1064,1711.58,1686.8,1720.4,1681.37,,04/30/20
1065,1707.75,1712.27,1716.3,1698.65,,04/29/20
1066,1714.25,1708.8,1714.78,1692.88,,04/28/20
1067,1722.1,1714.9,1725.87,1706.45,,04/27/20
1068,1734.6,1734.41,1734.6,1734.41,,04/26/20
1069,1731.55,1729.43,1736,1710.94,,04/24/20
1070,1714.75,1732.54,1738.6,1707.43,,04/23/20
1071,1686,1715.2,1719,1680.95,,04/22/20
1072,1695.3,1687.5,1697.3,1662.19,,04/21/20
1073,1683.05,1694.13,1702.5,1672.55,,04/20/20
1074,1711.55,1683.85,1717.45,1680.02,,04/17/20
1075,1715.7,1717.7,1738.1,1708.2,,04/16/20
1076,1728.85,1716.9,1731.1,1708.1,,04/15/20
1077,1715.18,1730.45,1746.7,1709.1,,04/14/20
1078,1691.25,1714.3,1723.65,1679.8,,04/13/20
1079,1697.5,1696.9,1697.5,1696.9,,04-10-2020
1080,1644.75,1683.89,1690.3,1644.3,,04-09-2020
1081,1648.35,1646,1656.65,1643.15,,04-08-2020
1082,1666.65,1648.96,1673.4,1643.6,,04-07-2020
1083,1614.8,1664.7,1668.85,1609.45,,04-06-2020
1084,1618.45,1618.45,1618.45,1618.45,,04-05-2020
1085,1615.6,1618.45,1625.1,1607.15,,04-03-2020
1086,1592.25,1614.3,1619.55,1581.05,,04-02-2020
1087,1573.3,1595.05,1601.15,1570.45,,04-01-2020
1088,1622.4,1571,1622.5,1570.25,,03/31/20
1089,1621.85,1623.58,1631.95,1611.4,,03/30/20
1090,1620.75,1622,1622,1615,,03/29/20
1091,1630.6,1623.5,1632.3,1614.75,,03/27/20
1092,1612.95,1631.8,1643.55,1599.2,,03/26/20
1093,1630.85,1611.8,1637.5,1600,,03/25/20
1094,1563.5,1630.65,1634.65,1561,,03/24/20
1095,1491,1566.05,1566.3,1485.3,,03/23/20
1096,1504,1490.85,1508.25,1485.55,,03/22/20
1097,1468.2,1498.6,1516.05,1466.05,,03/20/20
1098,1485.25,1467.4,1495.65,1463,,03/19/20
1099,1538.7,1484.25,1543.45,1473.3,,03/18/20
1100,1511.95,1537.15,1552.55,1466,,03/17/20
1101,1558.9,1507.5,1560.75,1451.75,,03/16/20
1102,1576.8,1529.3,1597.35,1504.9,,03/13/20
1103,1639.75,1574.8,1649.75,1561.8,,03-12-2020
1104,1652.9,1638.35,1670.85,1633.85,,03-11-2020
1105,1669.45,1653.8,1671.1,1643.3,,03-10-2020
1106,1692.8,1673.6,1702.95,1658.8,,03-09-2020
1107,0,1697.4,1697.4,1697.4,,03-08-2020
1108,1672.38,1673.75,1691.5,1647.95,,03-06-2020
1109,1637.4,1672.28,1674.2,1635.6,,03-05-2020
1110,1642.55,1636.85,1649.75,1632.55,,03-04-2020
1111,1590.9,1640.95,1648.95,1589.85,,03-03-2020
1112,1583.3,1589.8,1610.8,1575.75,,03-02-2020
1113,1641.85,1585.85,1649.35,1565.35,,02/28/20
1114,1641.45,1645.3,1660.35,1635.75,,02/27/20
1115,1638.6,1640.9,1654.9,1626.15,,02/26/20
1116,1658.3,1634.95,1658.55,1629.1,,02/25/20
1117,1664.4,1659.35,1688.7,1651.35,,02/24/20
1118,1643.45,1643.45,1643.45,1643.45,,02/23/20
1119,1619.9,1643.45,1649.1,1619.1,,02/21/20
1120,1611.83,1619.75,1623.45,1604.1,,02/20/20
1121,1601.2,1611.35,1612.9,1599.6,,02/19/20
1122,1583.9,1601.6,1605.1,1583.7,,02/18/20
1123,1581.4,1581.05,1583.8,1578.95,,02/17/20
1124,1576.2,1583.8,1585.05,1573.2,,02/14/20
1125,1566.5,1575.95,1578.2,1565.75,,02/13/20
1126,1567.75,1566.1,1570.45,1562.2,,02-12-2020
1127,1572.35,1567.65,1573.9,1562.3,,02-11-2020
1128,1569.25,1571.98,1576.9,1568.2,,02-10-2020
1129,1574.85,1574.85,1574.85,1574.85,,02-09-2020
1130,1565.9,1574.85,1574.85,1561.9,,02-07-2020
1131,1554.8,1566.35,1567.45,1552.75,,02-06-2020
1132,1553.45,1556,1562.35,1547.65,,02-05-2020
1133,1578.35,1549.45,1579.5,1549.3,,02-04-2020
1134,1589.35,1576.95,1591.75,1570.7,,02-03-2020
1135,1589.65,1589.65,1589.65,1589.65,,02-02-2020
1136,1575.35,1589.65,1590.5,1571.1,,01/31/20
1137,1575.45,1574.45,1586,1572.75,,01/30/20
1138,1569.1,1577.03,1577.9,1563.5,,01/29/20
1139,1580.7,1567.25,1582.95,1565.7,,01/28/20
1140,1581.3,1581.65,1586,1576.05,,01/27/20
1141,1571.85,1571.85,1571.85,1571.85,,01/26/20
1142,1562.4,1571.85,1575.7,1556.65,,01/24/20
1143,1558.65,1562.9,1567.9,1552.15,,01/23/20
1144,1557.7,1558.65,1559.3,1550.55,,01/22/20
1145,1560.95,1558.05,1568.65,1546.5,,01/21/20
1146,1558.7,1560.55,1562.8,1556.45,,01/20/20
1147,1557.3,1557.3,1557.3,1557.3,,01/19/20
1148,1557.3,1557.3,1557.3,1557.3,,01/18/20
1149,1552.45,1557.3,1561.25,1549.75,,01/17/20
1150,1555.5,1552.65,1558.05,1548.35,,01/16/20
1151,1546.7,1556.25,1558.05,1546.55,,01/15/20
1152,1548.6,1546.55,1548.95,1536.4,,01/14/20
1153,1560.15,1548.25,1560.65,1547.1,,01/13/20
1154,1562.34,1562.34,1562.34,1562.34,,01-12-2020
1155,1553.3,1562.34,1563.2,1545.8,,01-10-2020
1156,1555.35,1552.64,1561.3,1540.35,,01-09-2020
1157,1578.05,1556.55,1611,1552.7,,01-08-2020
1158,1564.75,1574.35,1577,1555.65,,01-07-2020
1159,1569.3,1565.91,1579.5,1561,,01-06-2020
1160,1528.5,1552.35,1553,1528.1,,01-03-2020
1161,1519.95,1528.85,1531.3,1517.9,,01-02-2020
1162,1514.85,1517.48,0,1514.85,,12/31/19
1163,1511.45,1514.85,1516,1510.9,,12/30/19
1164,1511,1511.4,1515.4,1507.5,,12/27/19
1165,1500.6,1510.81,1512.6,1497.95,,12/26/19
1166,1495.3,1495.45,1495.45,1495.3,,12/25/19
1167,1485.4,1499.55,1500.55,1485.35,,12/24/19
1168,1477.85,1485.45,1486.1,1477.65,,12/23/19
1169,0,1477.65,1477.65,0,,12/22/19
1170,1479.3,1478.05,1480.8,1476.05,,12/20/19
1171,1475.35,1479.1,1481.75,1473.4,,12/19/19
1172,1476.1,1475.74,1479.3,1470.7,,12/18/19
1173,1476.1,1476.33,1480.4,1474.4,,12/17/19
1174,1475,1475.85,1479.8,1473.35,,12/16/19
1175,1466.65,1475.9,1478.1,1463.15,,12/13/19
1176,1475,1469.5,1486.3,1465.1,,12-12-2019
1177,1464.25,1474.6,1478.6,1462.8,,12-11-2019
1178,1461.7,1464.16,1469.1,1460.15,,12-10-2019
1179,1459.05,1461.45,1465.4,1459.05,,12-09-2019
1180,1460.25,1460.25,1460.25,1460.25,,12-08-2019
1181,1460.25,1460.25,1460.25,1460.25,,12-07-2019
1182,1476.15,1460.25,1477,1459,,12-06-2019
1183,1474.53,1476.05,1480.35,1472.9,,12-05-2019
1184,1476.55,1474.45,1484,1471.5,,12-04-2019
1185,1461.85,1477.6,1481.7,1460,,12-03-2019
1186,1460.4,1462.75,1465.05,1454.2,,12-02-2019
1187,1469.45,1469.4,1469.45,1469.4,,12-01-2019
1188,1455.65,1463.9,1466.6,1453.15,,11/29/19
1189,1455.85,1456.15,1458.25,1454.55,,11/28/19
1190,1461.65,1454.63,1461.85,1452.8,,11/27/19
1191,1455.1,1461.35,1462.8,1451.3,,11/26/19
1192,1460.8,1455.44,1462.2,1454.1,,11/25/19
1193,1462.05,1462.05,1462.05,1462.05,,11/24/19
1194,1464.8,1462.05,1473.3,1461.8,,11/22/19
1195,1475.4,1464.35,1475.7,1462.85,,11/21/19
1196,1474.3,1471.36,1478.8,1466.2,,11/20/19
1197,1470.75,1472.55,1475.2,1465.15,,11/19/19
1198,1468.1,1471.45,1473.8,1456.6,,11/18/19
1199,1466.55,1466.55,1466.55,1466.55,,11/17/19
1200,1471.2,1466.55,1471.4,1462.7,,11/15/19
1201,1464.25,1471.06,1474.6,1461.2,,11/14/19
1202,1457.4,1463.36,1467.1,1457.2,,11/13/19
1203,1455.3,1456.05,1460.35,1445.8,,11-12-2019
1204,1460.45,1455.75,1466.5,1448.3,,11-11-2019
1205,1468.4,1458.75,1472.95,1456.5,,11-08-2019
1206,1490,1468.85,1492.2,1461.75,,11-07-2019
1207,1483.8,1490.3,1493.9,1483.25,,11-06-2019
1208,1509.55,1483.78,1509.65,1480.1,,11-05-2019
1209,1513.25,1509.35,1514.8,1504.9,,11-04-2019
1210,1513.95,1513.95,1513.95,1513.95,,11-03-2019
1211,1512.6,1513.95,1515.3,1503.6,,11-01-2019
1212,1495.8,1512.25,1514.25,1494.1,,10/31/19
1213,1487.75,1495.55,1496.55,1481.65,,10/30/19
1214,1491.95,1487.45,1494.8,1482.65,,10/29/19
1215,1503.5,1492.1,1508.1,1490.1,,10/28/19
1216,1504.73,1503.4,1504.73,1502.3,,10/27/19
1217,1504.73,1504.73,1504.73,1504.73,,10/26/19
1218,1503.35,1504.73,1517.85,1500.9,,10/25/19
1219,1491.8,1504.85,1504.85,1488.15,,10/24/19
1220,1488.3,1492.1,1496.15,1487.85,,10/23/19
1221,1485.05,1488.05,1488.95,1481.45,,10/22/19
1222,1491.6,1484.5,1495.1,1482,,10/21/19
1223,1492.6,1490.1,1494.15,1485.1,,10/18/19
1224,1490.25,1492.1,1497.05,1483.8,,10/17/19
1225,1481.35,1493.45,1493.45,1477.4,,10/16/19
1226,1492.45,1481.3,1497.9,1477.85,,10/15/19
1227,1487.3,1492.99,1497.05,1482.9,,10/14/19
1228,1489.85,1489.85,1489.85,1489.85,,10/13/19
1229,1495.15,1489.85,1503.3,1474.3,,10-11-2019
1230,1506.15,1494.25,1516.8,1491.5,,10-10-2019
1231,1506.75,1505.35,1511.4,1500.1,,10-09-2019
1232,1493.85,1505.46,1508.65,1487.8,,10-08-2019
1233,1508.55,1493.63,1509.3,1488.9,,10-07-2019
1234,1506.4,1504.6,1510.3,1497.45,,10-04-2019
1235,1499.2,1505.35,1516.9,1496.3,,10-03-2019
1236,1480.35,1499.5,1505.15,1474.7,,10-02-2019
1237,1473.4,1478.98,1487.15,1459.35,,10-01-2019
1238,1496.45,1472.25,1500.3,1464.75,,09/30/19
1239,1496.95,1496.95,1496.95,1496.95,,09/29/19
1240,1504.45,1496.95,1507.5,1487.25,,09/27/19
1241,1503.7,1504.83,1512.15,1501.75,,09/26/19
1242,1533.25,1504.15,1535.15,1501.5,,09/25/19
1243,1523.1,1531.65,1535.4,1515.85,,09/24/19
1244,1512.85,1522.33,1526.65,1511.7,,09/23/19
1245,1517.15,1517.15,1517.15,1517.15,,09/22/19
1246,1499.35,1517.15,1517.15,1498.05,,09/20/19
1247,1493.1,1499.22,1504.2,1489.35,,09/19/19
1248,1502.05,1494.14,1511.1,1484.95,,09/18/19
1249,1498.75,1501.15,1507.1,1493.7,,09/17/19
1250,1503.2,1498.63,1512,1496,,09/16/19
1251,1497.85,1483.25,1508.9,1483.25,,09/13/19
1252,1496.85,1499.15,1522.9,1489.3,,09-12-2019
1253,1486.85,1496.99,1498.3,1486.15,,09-11-2019
1254,1498.4,1485.65,1500.75,1484.9,,09-10-2019
1255,1504.59,1499.14,1515.1,1498.1,,09-09-2019
1256,1502.15,1502.15,1502.15,1502.15,,09-08-2019
1257,1502.15,1502.15,1502.15,1502.15,,09-07-2019
1258,1519.1,1502.15,1527.6,1502.15,,09-06-2019
1259,1551.6,1519.35,1553,1510.55,,09-05-2019
1260,1546.38,1552.55,1557,1534.2,,09-04-2019
1261,1527.15,1549.35,1549.65,1521.9,,09-03-2019
1262,1529.15,1529.85,1531.05,1519.6,,09-02-2019
1263,1520.25,1520.25,1520.25,1520.25,,09-01-2019
1264,1527.7,1520.25,1532.6,1517.75,,08/30/19
1265,1539.35,1527.45,1550.2,1520.25,,08/29/19
1266,1541.1,1538.95,1546.65,1532.25,,08/28/19
1267,1527,1542.55,1544.4,1526.1,,08/27/19
1268,1548.4,1522.05,1554.75,1522.05,,08/26/19
1269,1498.85,1526.75,1529.9,1493.8,,08/23/19
1270,1502,1498.33,1504.5,1492.7,,08/22/19
1271,1506.6,1502.45,1507.9,1496.7,,08/21/19
1272,1496.85,1507.55,1508.4,1493.55,,08/20/19
1273,1510.15,1495.85,1513,1493.6,,08/19/19
1274,1514.15,1514.15,1514.15,1514.15,,08/18/19
1275,1522.05,1514.15,1527.3,1504.2,,08/16/19
1276,1519.5,1523.2,1526.2,1508.75,,08/15/19
1277,1501.83,1516.5,1523.9,1494.8,,08/14/19
1278,1510.65,1501.3,1534.45,1486.35,,08/13/19
1279,1496.15,1511.3,1515.35,1488.35,,08-12-2019
1280,1495.25,1495.25,1495.25,1495.25,,08-11-2019
1281,1505.5,1495.25,1508.1,1495,,08-09-2019
1282,1498.65,1500.15,1509.5,1490.8,,08-08-2019
1283,1474.45,1501.45,1509.8,1472.4,,08-07-2019
1284,1472.4,1474.27,1474.85,1457.1,,08-06-2019
1285,1440.7,1463.47,1469.75,1437.1,,08-05-2019
1286,1444.95,1440.7,1447.9,1430.4,,08-02-2019
1287,1416.05,1450.15,1450.15,1400.9,,08-01-2019
1288,1430.9,1413.81,1432.85,1410.7,,07/31/19
1289,1425.95,1430.65,1432.95,1422.5,,07/30/19
1290,1420.45,1430.05,1430.05,1417.15,,07/29/19
1291,1418.65,1418.65,1418.65,1418.65,,07/28/19
1292,1415.35,1418.65,1424.5,1413.9,,07/26/19
1293,1425.55,1414.53,1433.6,1411.35,,07/25/19
1294,1417.45,1425.57,1429.25,1416.5,,07/24/19
1295,1424.9,1417.39,1429.25,1414.55,,07/23/19
1296,1425.95,1425.12,1429.65,1422.55,,07/22/19
1297,1449.25,1425.55,1452.2,1420.9,,07/19/19
1298,1426.6,1445.95,1447.9,1415.05,,07/18/19
1299,1406.85,1426.7,1426.7,1400.2,,07/17/19
1300,1415.1,1406.33,1418.25,1401.4,,07/16/19
1301,1419.05,1414.08,1419.55,1408,,07/15/19
1302,1405.05,1415.55,1416.8,1403.6,,07-12-2019
1303,1419.65,1403.93,1426,1401.6,,07-11-2019
1304,1396.85,1418.88,1419,1390.3,,07-10-2019
1305,1395.75,1397.6,1399.9,1386.95,,07-09-2019
1306,1399.3,1395.5,1407.6,1391.95,,07-08-2019
1307,1399.95,1399.95,1399.95,1399.95,,07-07-2019
1308,1416.75,1399.95,1423.9,1387.8,,07-05-2019
1309,1419.65,1417.7,1421.75,1410.8,,07-04-2019
1310,1423.15,1423.45,1436.25,1412.55,,07-03-2019
1311,1384.35,1423.35,1423.35,1384.3,,07-02-2019
1312,1392.35,1382.45,1395.5,1382,,07-01-2019
1313,1409.5,1409.5,1409.5,1409.5,,06/30/19
1314,1409.4,1409.5,1424.05,1406.2,,06/28/19
1315,1408.3,1409.68,1411.8,1399.7,,06/27/19
1316,1421.25,1407.45,1422,1402.6,,06/26/19
1317,1418.85,1423.25,1438.65,1412.3,,06/25/19
1318,1400.6,1419.55,1421.1,1400.6,,06/24/19
1319,1399.05,1399.05,1399.05,1399.05,,06/23/19
1320,1388.4,1399.05,1410.3,1382.75,,06/21/19
1321,1359.15,1388.18,1393,1357.8,,06/20/19
1322,1346.35,1360.27,1362.5,1341.9,,06/19/19
1323,1340.1,1346.48,1354.2,1338.7,,06/18/19
1324,1342,1336.15,1343.2,1333,,06/17/19
1325,1342.5,1341.55,1358.2,1338.25,,06/14/19
1326,1333.8,1342.35,1343.2,1332.6,,06/13/19
1327,1326.95,1333.55,1338.3,1326.2,,06-12-2019
1328,1328.2,1329.55,1329.9,1320,,06-11-2019
1329,1335.4,1328.13,1337.7,1325.4,,06-10-2019
1330,1340.7,1340.7,1340.7,1335.6,,06-09-2019
1331,1335.85,1340.7,1348.05,1330.4,,06-07-2019
1332,1332.25,1335.6,1339.8,1327.45,,06-06-2019
1333,1325.35,1330.18,1343.95,1324.6,,06-05-2019
1334,1325.05,1325.28,1329.05,1320.1,,06-04-2019
1335,1306.8,1325.17,1328.05,1306.7,,06-03-2019
1336,1305.65,1305.65,1305.65,1305.65,,06-02-2019
1337,1288.3,1305.65,1306.9,1288.1,,05/31/19
1338,1280.15,1289.05,1289.15,1275.2,,05/30/19
1339,1279.86,1279.6,1285.6,1279.25,,05/29/19
1340,1285.45,1279.5,1286.65,1276.3,,05/28/19
1341,1285.55,1285.2,1287.5,1283.8,,05/27/19
1342,0,1292.45,1292.45,1292.45,,05/26/19
1343,1283.6,1285,1285.3,1280.9,,05/24/19
1344,1273.8,1283.45,1287.3,1272.95,,05/23/19
1345,1274.6,1273.85,1277.3,1272.65,,05/22/19
1346,1277.65,1274.75,1278,1269.75,,05/21/19
1347,1278.55,1277.95,1278.95,1274,,05/20/19
1348,1277.55,1277.55,1277.55,1277.55,,05/19/19
1349,1286.7,1277.55,1288.9,1275.3,,05/17/19
1350,1296.6,1286.65,1298.75,1284.25,,05/16/19
1351,1297.2,1296.45,1300.9,1293.1,,05/15/19
1352,1300.65,1297,1303.25,1293.85,,05/14/19
1353,1287.15,1300.05,1301.25,1282.15,,05/13/19
1354,1286,1286,1286,1286,,05-12-2019
1355,1284.55,1286,1289.45,1283.25,,05-10-2019
1356,1281.3,1284.14,1288.05,1279.8,,05-09-2019
1357,1284.05,1280.93,1291.45,1279.5,,05-08-2019
1358,1282.9,1288.85,1288.85,1278.35,,05-07-2019
1359,1285.05,1275.15,1285.1,1275.15,,05-06-2019
1360,1276.65,1276.65,1276.65,1276.65,,05-05-2019
1361,1270.65,1276.65,1282.4,1269.2,,05-03-2019
1362,1277.25,1270.65,1278,1266.6,,05-02-2019
1363,1283.4,1276.66,1287,1273.55,,05-01-2019
1364,1280.15,1287.95,1287.95,1280,,04/30/19
1365,1285.95,1279.8,1286.7,1278.3,,04/29/19
1366,1286.25,1286.25,1286.25,1286.25,,04/28/19
1367,1286.25,1286.25,1286.25,1286.25,,04/27/19
1368,1277.45,1286.25,1288.75,1276.05,,04/26/19
1369,1275.55,1277.35,1282.55,1273.5,,04/25/19
1370,1272.25,1275.36,1278.5,1268.9,,04/24/19
1371,1275.4,1272.4,1276.5,1266.55,,04/23/19
1372,1276.5,1273.25,1279.8,1273.25,,04/22/19
1373,1274.1,1274.1,1274.1,1274.1,,04/21/19
1374,1274.4,1274.1,1277.7,1271.4,,04/18/19
1375,1277.05,1274.14,1279.7,1273.2,,04/17/19
1376,1288.05,1272.95,1288.7,1272.15,,04/16/19
1377,1292.2,1287,1292.2,1282.7,,04/15/19
1378,1290.4,1290.4,1290.4,1290.4,,04/14/19
1379,1292.6,1290.4,1295.85,1290.4,,04-12-2019
1380,1308.15,1288.75,1309.2,1288.75,,04-11-2019
1381,1304.55,1307.85,1310.65,1301.4,,04-10-2019
1382,1298.05,1303.88,1306.25,1296.7,,04-09-2019
1383,1292.3,1292.65,1303.8,1291.5,,04-08-2019
1384,1290.15,1290.15,1290.15,1290.15,,04-07-2019
1385,1290.15,1290.15,1290.15,1290.15,,04-06-2019
1386,1292.9,1290.15,1293.6,1284.65,,04-05-2019
1387,1290.55,1294.35,1294.35,1281.15,,04-04-2019
1388,1292.35,1289.95,1294.5,1288.6,,04-03-2019
1389,1287.75,1293.15,1293.15,1285.6,,04-02-2019
1390,1292.6,1285.15,1297,1285.15,,04-01-2019
1391,1292.86,1292.86,1292.86,1292.86,,03/31/19
1392,1291.15,1292.86,1299.7,1287.2,,03/29/19
1393,1309.3,1291.2,1312.3,1288.7,,03/28/19
1394,1316.71,1309.755,1319.3,1308.41,,03/27/19
1395,1321.96,1316.355,1323.255,1312.91,,03/26/19
1396,1312.21,1322.21,1324.41,1311.105,,03/25/19
1397,1313.225,1313.05,1314.005,1313.05,,03/24/19
1398,1309.3,1313.225,1314.91,1307.105,,03/22/19
1399,1314.3,1309.505,1320.3,1303.755,,03/21/19
1400,1306.755,1314.105,1316.875,1299.3,,03/20/19
1401,1303.505,1306.71,1310.96,1302.605,,03/19/19
1402,1302.21,1303.505,1306.71,1298.505,,03/18/19
1403,1301.375,1302.105,1302.95,1301.375,,03/17/19
1404,1296.3,1301.375,1306.41,1294.105,,03/15/19
1405,1309.91,1296.505,1310.46,1293.105,,03/14/19
1406,1301.005,1309.8,1313.375,1301.005,,03/13/19
1407,1293.21,1301.05,1302.105,1292.21,,03-12-2019
1408,1297.16,1293.21,1299.105,1290.605,,03-11-2019
1409,1299.275,1296.71,1299.275,1296.41,,03-10-2019
1410,1286.605,1299.275,1300.71,1285.3,,03-08-2019
1411,1286.855,1285.66,1288.855,1281.41,,03-07-2019
1412,1287.46,1286.57,1290.91,1283.755,,03-06-2019
1413,1287.41,1287.775,1289.55,1281.46,,03-05-2019
1414,1295.91,1286.71,1297.105,1283.16,,03-04-2019
1415,1292.765,1292.765,1292.765,1292.765,,03-03-2019
1416,1292.765,1292.765,1292.765,1292.765,,03-02-2019
1417,1314.46,1292.765,1315.105,1290.355,,03-01-2019
1418,1320.105,1313.57,1327.105,1312.8,,02/28/19
1419,1329.255,1319.96,1329.96,1317.3,,02/27/19
1420,1327.46,1328.91,1330.21,1323.71,,02/26/19
1421,1327.855,1326.725,1332.55,1325.41,,02/25/19
1422,1327.625,1327.625,1327.625,1327.625,,02/24/19
1423,1324.46,1327.625,1333.005,1322.05,,02/22/19
1424,1339.16,1323.275,1341.255,1322.605,,02/21/19
1425,1339.91,1336.725,1346.41,1336.725,,02/20/19
1426,1326.25,1341.255,1341.71,1322.96,,02/19/19
1427,1321.625,1326.68,1327.605,1320.755,,02/18/19
1428,1323.375,1323.375,1323.375,1323.375,,02/17/19
1429,1312.71,1323.375,1323.375,1311.505,,02/15/19
1430,1306.71,1312.355,1314.355,1303.3,,02/14/19
1431,1311.3,1304.125,1318.21,1304.125,,02/13/19
1432,1307.96,1310.725,1314.8,1306.71,,02-12-2019
1433,1313.71,1308.125,1314.8,1303.91,,02-11-2019
1434,1314.93,1314.93,1314.93,1314.93,,02-10-2019
1435,1310.21,1314.93,1315.71,1307.91,,02-08-2019
1436,1307.71,1310.355,1312.005,1302.855,,02-07-2019
1437,1314.66,1306.57,1315.91,1305.8,,02-06-2019
1438,1312.005,1316.05,1316.71,1310.8,,02-05-2019
1439,1318.275,1310.125,1318.275,1309.05,,02-04-2019
1440,1318.625,1318.625,1318.625,1318.625,,02-03-2019
1441,1321.005,1318.625,1323.3,1316.355,,02-01-2019
1442,1320.55,1321.02,1326.255,1317.66,,01/31/19
